Date,Open,High,Low,Close,Volume,"SMA(20)","SMA(50)","SMA(100)","SMA(200)","RSI(14)","MACDh(12,26,9)","Up","Down"
8/20/2021 11:00:00 AM ET,154.23,154.23,153.6699,153.942,5254,154.11299999999986,154.62385199999994,155.15243700000002,153.79974950000008,43.511414605767854,0.04925927075629616,5254,
8/20/2021 10:59:00 AM ET,154.32,154.35,154.12,154.235,2053,154.10789999999986,154.67515599999993,155.15351700000002,153.7907895000001,47.886892115622146,0.10035763290268722,2053,
8/20/2021 10:58:00 AM ET,154.6399,154.71,154.49,154.49,500,154.07914999999986,154.71965599999993,155.151067,153.77966450000008,52.12270827747177,0.14452994677822617,500,
8/20/2021 10:57:00 AM ET,154.8,155.03,154.53,154.882,7516,154.03514999999987,154.76125599999995,155.14606700000002,153.77066450000007,59.65502724640878,0.1781916815080889,7516,
8/20/2021 10:56:00 AM ET,154.74,154.8358,154.63,154.8358,1779,153.95429499999986,154.78901599999995,155.136047,153.7595795000001,59.0067127991507,0.1788453924118032,1779,
8/20/2021 10:55:00 AM ET,154.77,154.77,154.5001,154.68,300,153.87450499999986,154.82108999999997,155.12628899999999,153.74920050000006,56.8346502278356,0.17204632468646444,300,
8/20/2021 10:54:00 AM ET,154.3,154.7653,154.22,154.7653,1600,153.8343949999999,154.85508999999996,155.120489,153.73955050000006,58.40801316117318,0.16573495633058738,1600,
8/20/2021 10:53:00 AM ET,154.2999,154.2999,154.03,154.155,1502,153.7996299999999,154.88738399999997,155.11393600000002,153.72947400000007,49.03451920053808,0.13680680941184092,1502,
8/20/2021 10:52:00 AM ET,154.055,154.266,154.055,154.1362,1156,153.82187999999988,154.93888399999997,155.11236300000002,153.72269900000006,48.70384029952785,0.14564146518768462,1156,
8/20/2021 10:51:00 AM ET,154.07,154.2337,154,154.2337,671,153.8550699999999,154.98905999999997,155.11090099999998,153.71811800000006,50.27471692321468,0.15425808245011896,671,
8/20/2021 10:50:00 AM ET,154.12,154.4,154.1,154.4,1315,153.8698849999999,155.04508599999997,155.107264,153.71285000000006,52.981188804045,0.1504943174230785,1315,
8/20/2021 10:49:00 AM ET,154.21,154.23,153.99,154,6746,153.87518999999992,155.10008599999998,155.10036399999998,153.70760000000007,46.55515903387002,0.12084885039085635,6746,
8/20/2021 10:48:00 AM ET,153.99,154.01,153.88,153.88,300,153.88637999999992,155.14868599999997,155.09746399999997,153.70360000000005,44.43986394695379,0.11059663173817141,300,
8/20/2021 10:47:00 AM ET,153.87,154.15,153.75,154.15,1324,153.92487999999992,155.198884,155.09416399999998,153.70030000000006,48.445952101599396,0.10407327710712438,1324,
8/20/2021 10:46:00 AM ET,153.905,153.905,153.56,153.74,3429,153.95537999999993,155.251592,155.088864,153.69555000000005,40.938597178313735,0.06473782384959692,3429,
8/20/2021 10:45:00 AM ET,153.85,153.85,153.82,153.82,200,154.01112999999992,155.317192,155.086564,153.69404950000006,42.04800446552465,0.04595684488182461,200,
8/20/2021 10:44:00 AM ET,153.3,153.52,153.25,153.52,1677,154.04562999999993,155.375886,155.088964,153.69232450000004,36.0096419582357,0.011884869313051993,1677,
8/20/2021 10:43:00 AM ET,153.5952,153.5952,153.475,153.475,901,154.09462999999994,155.442186,155.09516299999999,153.69067450000003,35.06727292748163,-0.004875515258306873,901,
8/20/2021 10:42:00 AM ET,153.74,153.74,153.4,153.4,930,154.16643499999992,155.510286,155.100213,153.69110100000006,33.5528510214748,-0.018534684322171202,930,
8/20/2021 10:41:00 AM ET,153.52,153.71,153.43,153.52,1170,154.23764999999995,155.587464,155.103813,153.69190100000006,34.757231524028235,-0.023066785469251005,1170,
8/20/2021 10:40:00 AM ET,153.7,153.88,153.58,153.84,849,154.33264499999993,155.651066,155.104713,153.69150100000004,38.14793122147431,-0.03257996046884393,849,
8/20/2021 10:39:00 AM ET,153.96,153.96,153.66,153.66,1411,154.43714499999993,155.718066,155.102385,153.69035500000004,34.82708197754532,-0.0696920806076109,1411,
8/20/2021 10:38:00 AM ET,153.6284,153.8953,153.61,153.61,470,154.55514499999992,155.77486599999997,155.101085,153.68895500000005,33.91184966793682,-0.09694252211761012,470,
8/20/2021 10:37:00 AM ET,153.5047,153.8,153.2649,153.2649,4184,154.69464499999992,155.82316,155.101384,153.68836100000004,27.375461517517458,-0.11966976518217443,4184,
8/20/2021 10:36:00 AM ET,153.6,153.6,153.24,153.24,2354,154.8548849999999,155.906062,155.102934,153.69113650000006,26.891005053563077,-0.1035855995692706,2354,
8/20/2021 10:35:00 AM ET,154.0826,154.0826,153.681,153.8778,4826,155.01588499999994,155.965772,155.103634,153.69628650000004,31.962175192790593,-0.05996216129103882,4826,
8/20/2021 10:34:00 AM ET,154.4,154.4,154.07,154.07,1820,155.11394499999992,156.01221599999997,155.096495,153.69869750000007,33.74277416133237,-0.04390115500575825,1820,
8/20/2021 10:33:00 AM ET,154.48,154.6,154.4199,154.6,921,155.20244499999993,156.04411,155.086095,153.70094750000007,39.356995489367144,-0.02800590269413622,921,
8/20/2021 10:32:00 AM ET,155,155,154.8,154.8,400,155.27669499999993,156.07934799999998,155.071595,153.70044750000005,41.793617427782145,-0.048258346797485974,400,
8/20/2021 10:31:00 AM ET,154.86,154.9,154.53,154.53,500,155.35949499999992,156.09994799999996,155.055395,153.70024750000005,36.896154907846515,-0.09099079632043477,500,
8/20/2021 10:30:00 AM ET,154.3,154.8661,154.225,154.5061,2645,155.47199499999994,156.12014799999997,155.04119500000002,153.70159750000005,36.45669448625159,-0.1183360254274427,2645,
8/20/2021 10:29:00 AM ET,154.85,154.85,154.07,154.2238,2764,155.57204999999993,156.13142599999998,155.026434,153.70306700000006,31.201730376174748,-0.1442329184230512,2764,
8/20/2021 10:28:00 AM ET,154.76,154.76,154.6405,154.65,602,155.68385999999992,156.15094999999997,155.010996,153.70444800000007,35.29351481309016,-0.1397736296646736,602,
8/20/2021 10:27:00 AM ET,155.3,155.3,154.76,154.76,1497,155.77985999999993,156.15594999999996,154.99099600000002,153.70474800000005,36.438742949371274,-0.15991805659830344,1497,
8/20/2021 10:26:00 AM ET,154.6,154.855,154.595,154.855,2818,155.85535999999993,156.16874999999996,154.96849600000002,153.70349800000005,37.41229156905549,-0.1859451456048477,2818,
8/20/2021 10:25:00 AM ET,154.58,154.66,154.5,154.51,700,155.9345849999999,156.19214999999997,154.946345,153.70177300000006,31.215048965643433,-0.21823519095301713,700,
8/20/2021 10:24:00 AM ET,154.78,154.8314,154.5,154.5,2317,156.02808499999992,156.22714999999997,154.92894500000003,153.70177300000006,31.03124365149867,-0.21369304065567923,2317,
8/20/2021 10:23:00 AM ET,154.97,154.99,154.58,154.9111,3585,156.1220849999999,156.24714999999998,154.91177600000003,153.70286000000004,34.55619692754554,-0.18566935875228274,3585,
8/20/2021 10:22:00 AM ET,155.05,155.15,154.77,154.8243,5681,156.21302999999995,156.26672599999995,154.88993500000004,153.70120450000005,33.0654915196027,-0.1661784613298477,5681,
8/20/2021 10:21:00 AM ET,155.87,156.03,155.33,155.4199,4013,156.30406499999992,156.26723999999996,154.86831300000003,153.69998300000006,38.679218226514465,-0.11191127005462467,4013,
8/20/2021 10:20:00 AM ET,156.03,156.09,155.7,155.93,1504,156.38481999999993,156.25824199999997,154.84001500000002,153.69658350000006,44.7167988036352,-0.07678380580766758,1504,
8/20/2021 10:19:00 AM ET,156.0449,156.1399,156.02,156.02,706,156.44581999999994,156.21564199999997,154.80966500000002,153.69083350000005,45.89036964559723,-0.06683233494752001,706,
8/20/2021 10:18:00 AM ET,156.16,156.4,156.16,156.4,409,156.46631999999994,156.15124199999997,154.77816500000003,153.68503350000006,51.15385443406616,-0.05538571766572156,409,
8/20/2021 10:17:00 AM ET,156.49,156.49,156.1399,156.4697,919,156.46581499999994,156.07844199999997,154.74160800000004,153.67698350000006,52.17306200313774,-0.07228131507460998,919,
8/20/2021 10:16:00 AM ET,156.07,156.46,155.74,156.46,800,156.48159999999993,156.004448,154.70491100000004,153.66788500000007,52.04960072247036,-0.10158976220276297,800,
8/20/2021 10:15:00 AM ET,155.65,156.0699,155.65,155.839,4312,156.50959999999992,155.934474,154.66551100000004,153.66108500000007,43.35723883843177,-0.1404295724052948,4312,
8/20/2021 10:14:00 AM ET,155.91,155.9249,155.5663,155.84,6736,156.55538499999994,155.88239399999998,154.63247100000004,153.65839000000005,43.36899454239706,-0.12935578143121043,6736,
8/20/2021 10:13:00 AM ET,156.46,156.6704,156.085,156.085,1130,156.60513499999993,155.83544199999997,154.59597100000005,153.65569000000005,46.220002222674566,-0.10341484227011694,1130,
8/20/2021 10:12:00 AM ET,156.84,156.85,156.26,156.456,1300,156.64488499999993,155.78594199999998,154.55502100000004,153.65144000000006,50.92755266199711,-0.08123767080023703,1300,
8/20/2021 10:11:00 AM ET,156.51,156.78,156.51,156.78,560,156.68502999999993,155.73502199999996,154.50886100000005,153.64533500000007,55.512590584479746,-0.08012538245978298,560,
8/20/2021 10:10:00 AM ET,156.4593,156.5999,156.4199,156.5072,1044,156.6810349999999,155.68102199999998,154.45696100000004,153.63846000000007,52.14405871321777,-0.10822414057628921,1044,
8/20/2021 10:09:00 AM ET,156.49,156.56,156.46,156.46,382,156.7151749999999,155.63187799999997,154.40938900000003,153.63187400000007,51.554715888215405,-0.12010399170650815,382,
8/20/2021 10:08:00 AM ET,156.3101,156.57,156.3101,156.57,400,156.7171749999999,155.58247799999998,154.36188900000005,153.62612450000006,52.96626999816985,-0.12847745056168142,400,
8/20/2021 10:07:00 AM ET,156.22,156.27,156.02,156.27,2077,156.68990999999988,155.53087799999997,154.31068900000005,153.62082450000005,49.46205626963332,-0.14699885424358838,2077,
8/20/2021 10:06:00 AM ET,156.36,156.63,156.08,156.4395,1230,156.7469099999999,155.48307799999998,154.26238900000007,153.61692450000007,51.474082044241655,-0.1388835159567916,1230,
8/20/2021 10:05:00 AM ET,156.4,156.4,156.29,156.38,590,156.7362099999999,155.43148799999994,154.21169400000005,153.61312700000005,50.822011300463544,-0.13728738165568866,590,
8/20/2021 10:04:00 AM ET,156.95,156.95,156.24,156.38,1142,156.72720999999987,155.38588799999997,154.16129400000008,153.60962700000005,50.822011300463544,-0.12341450318592839,1142,
8/20/2021 10:03:00 AM ET,156.5,156.8,156.5,156.73,500,156.69144499999987,155.34048799999994,154.1119940000001,153.60672700000003,54.53917081565313,-0.09767232319780011,500,
8/20/2021 10:02:00 AM ET,156.98,156.98,156.4,156.645,3015,156.67303999999984,155.28584199999995,154.06029400000008,153.60195200000007,53.776765563134276,-0.09123133812505757,3015,
8/20/2021 10:01:00 AM ET,156.9199,157.035,156.88,157.035,819,156.63228999999984,155.23274199999994,154.00727400000008,153.59799450000006,57.914851154990146,-0.0721874957759947,819,
8/20/2021 10:00:00 AM ET,156.53,157.15,156.5,157.15,2418,156.55753999999985,155.16944199999995,153.9548730000001,153.59231950000006,59.16134864158903,-0.0833245119074344,2418,
8/20/2021 9:59:00 AM ET,156.4199,156.5,156.4199,156.43,300,156.45353999999986,155.10064199999997,153.8996750000001,153.58539400000006,53.320474194358034,-0.1139447563410656,300,
8/20/2021 9:58:00 AM ET,156.7495,156.83,156.23,156.3899,2605,156.39203999999987,155.04624199999995,153.8547750000001,153.58249400000005,52.9726303191858,-0.08837345643832428,2605,
8/20/2021 9:57:00 AM ET,157.13,157.3399,156.7854,156.7854,2438,156.31754499999985,154.98944399999993,153.8092160000001,153.57875500000006,56.85257464662218,-0.04493031863207575,2438,
8/20/2021 9:56:00 AM ET,157,157.09,156.75,157.02,708,156.24827499999986,154.92613599999996,153.7567620000001,153.57303850000005,59.24261373365649,-0.02128025990151383,708,
8/20/2021 9:55:00 AM ET,156.66,157.0899,156.02,156.7547,3788,156.19852499999985,154.85593599999996,153.7023620000001,153.56763850000004,57.36029294998589,-0.014968001585100033,3788,
8/20/2021 9:54:00 AM ET,156.98,157.35,156.835,156.835,2675,156.17378999999985,154.80204199999994,153.6518150000001,153.56226500000005,58.114631693257614,0.013976176248022498,2675,
8/20/2021 9:53:00 AM ET,156.911,157.2,156.87,156.88,1350,156.10703999999984,154.74813999999995,153.6008650000001,153.55669000000006,58.51506949026697,0.04136497443110165,1350,
8/20/2021 9:52:00 AM ET,156.9699,157.2589,156.88,157.2589,2200,156.05753499999986,154.69013999999993,153.55046500000014,153.55104000000006,61.846997444179586,0.06762653987442857,2200,
8/20/2021 9:51:00 AM ET,157.34,157.34,156.54,156.7001,2720,155.93708999999984,154.62016199999994,153.49547600000014,153.54252050000005,58.620267135324376,0.05604656206201242,2720,
8/20/2021 9:50:00 AM ET,156.655,157.19,156.3433,157.19,5039,155.85058499999985,154.55835999999994,153.44656100000012,153.53772000000006,62.954659094079666,0.08078145307180984,5039,
8/20/2021 9:49:00 AM ET,156.305,156.5,155.91,156.5,3114,155.68108499999985,154.48670399999995,153.39286100000012,153.53172000000006,58.98877418106362,0.05481340868004303,3114,
8/20/2021 9:48:00 AM ET,157.01,157.1817,156.0247,156.0247,2658,155.49608499999985,154.42730399999994,153.34706000000014,153.52927000000008,55.97403730745311,0.07055203180336811,2658,
8/20/2021 9:47:00 AM ET,156.51,157.41,156.475,157.41,4589,155.33284999999987,154.37960799999996,153.30621200000013,153.52962100000005,69.87559706013518,0.12985438383248082,4589,
8/20/2021 9:46:00 AM ET,156.32,156.53,156.15,156.2255,2490,155.10084999999987,154.29980599999996,153.24998400000013,153.52157100000005,62.47632892347548,0.06451449583448787,2490,
8/20/2021 9:45:00 AM ET,155.82,156.35,155.6399,156.2,2754,154.93763999999987,154.24149599999996,153.2077290000001,153.51909350000005,62.29117464422293,0.06790293145792325,2754,
8/20/2021 9:44:00 AM ET,156.1699,156.24,155.6,155.6647,6911,154.78938999999988,154.18077399999996,153.16342900000012,153.51704350000006,58.27822623108408,0.06288821241010212,6911,
8/20/2021 9:43:00 AM ET,155.5654,156.47,155.24,156.3619,5573,154.6807749999999,154.12807999999993,153.12428200000014,153.51767000000007,66.88691916316179,0.09703988375335859,5573,
8/20/2021 9:42:00 AM ET,155.59,156.16,155.45,155.83,5555,154.54317999999992,154.06384199999994,153.07316300000014,153.51446050000007,63.016810259012104,0.0655612043896373,5555,
8/20/2021 9:41:00 AM ET,155.05,155.66,154.91,155.54,5797,154.44717999999992,154.01084199999994,153.02556300000012,153.51356050000007,60.69085976936991,0.05750264552211232,5797,
8/20/2021 9:40:00 AM ET,155.24,155.24,154.93,155.07,4151,154.3741799999999,153.96224199999995,152.97998200000012,153.51381050000006,56.581375336562786,0.06309239911285436,4151,
8/20/2021 9:39:00 AM ET,155.27,155.58,155.02,155.2,5796,154.32317999999992,153.92144199999993,152.93718200000015,153.51606050000007,58.142539606018005,0.10852628144552634,5796,
8/20/2021 9:38:00 AM ET,154.9978,155.6399,154.9,154.9,5116,154.26267999999993,153.87104199999993,152.89598200000012,153.51686050000006,55.512216559074936,0.1528682531998663,5116,
8/20/2021 9:37:00 AM ET,156.16,156.16,154.8,155.4,11055,154.21717999999993,153.82604199999994,152.86218100000013,153.51841050000004,61.492510114532465,0.23593598919010644,11055,
8/20/2021 9:36:00 AM ET,156.2156,156.4475,155.7663,156.025,3864,154.14117999999993,153.76824199999996,152.82818100000014,153.51746050000003,70.28060541006182,0.2929427774854556,3864,
8/20/2021 9:35:00 AM ET,155.31,156.3899,155.31,156.26,10068,154.03292999999994,153.70053999999996,152.78473100000014,153.51468550000004,73.97157586496525,0.29173334417087166,10068,
8/20/2021 9:34:00 AM ET,155.9364,155.9364,155.41,155.5,3996,153.92492999999996,153.63073999999997,152.73983100000015,153.51073550000004,69.09793366727853,0.23851806544669918,3996,
